sample,participant,image,x,y,r
2406,l,39.jpeg,80,722,50
2407,l,39.jpeg,115,735,50
2408,l,39.jpeg,58,733,50
2409,l,39.jpeg,128,731,50
2410,l,39.jpeg,186,719,50
2411,l,39.jpeg,238,722,50
2412,l,39.jpeg,287,714,50
2413,l,39.jpeg,329,710,50
2414,l,39.jpeg,336,666,50
2415,l,39.jpeg,349,609,50
2416,l,39.jpeg,347,584,50
2417,l,39.jpeg,299,541,50
2418,l,39.jpeg,274,510,50
2419,l,39.jpeg,260,475,50
2420,l,39.jpeg,229,426,50
2421,l,39.jpeg,210,408,50
2422,l,39.jpeg,258,365,50
2423,l,39.jpeg,189,363,50
2424,l,39.jpeg,126,375,50
2425,l,39.jpeg,68,371,50
2426,l,39.jpeg,226,468,50
2427,l,39.jpeg,260,544,50
2428,l,39.jpeg,292,617,50
2429,l,39.jpeg,310,507,50
2430,l,39.jpeg,259,522,50
2431,l,39.jpeg,202,544,50
2432,l,39.jpeg,153,582,50
2433,l,39.jpeg,88,594,50
2434,l,39.jpeg,34,602,50
2435,l,9.jpeg,77,632,50
2436,l,9.jpeg,90,641,50
2437,l,9.jpeg,127,712,50
2438,l,9.jpeg,171,672,50
2439,l,9.jpeg,194,565,50
2440,l,9.jpeg,225,495,50
2441,l,9.jpeg,241,476,50
2442,l,9.jpeg,269,558,50
2443,l,9.jpeg,291,624,50
2444,l,9.jpeg,294,699,50
2445,l,9.jpeg,289,770,50
2446,l,9.jpeg,89,613,50
2447,l,9.jpeg,54,552,50
2448,l,9.jpeg,44,492,50
2449,l,9.jpeg,199,522,50
2450,l,9.jpeg,269,492,50
2451,l,9.jpeg,272,466,50
2452,l,9.jpeg,283,546,50
2453,l,9.jpeg,292,622,50
2454,l,9.jpeg,300,615,50
2455,l,9.jpeg,213,521,50
2456,l,9.jpeg,238,481,50
2457,l,9.jpeg,234,380,50
2458,l,9.jpeg,329,334,50
2459,l,9.jpeg,349,428,50
2460,l,9.jpeg,346,516,50
2461,l,9.jpeg,304,583,50
2462,l,9.jpeg,272,618,50
2463,l,9.jpeg,204,606,50
2464,l,9.jpeg,192,542,50
2465,l,21.jpeg,59,724,50
2466,l,21.jpeg,100,834,50
2467,l,21.jpeg,102,836,50
2468,l,21.jpeg,130,823,50
2469,l,21.jpeg,224,828,50
2470,l,21.jpeg,295,825,50
2471,l,21.jpeg,273,759,50
2472,l,21.jpeg,283,717,50
2473,l,21.jpeg,270,676,50
2474,l,21.jpeg,211,636,50
2475,l,21.jpeg,163,616,50
2476,l,21.jpeg,122,604,50
2477,l,21.jpeg,88,636,50
2478,l,21.jpeg,61,655,50
2479,l,21.jpeg,54,612,50
2480,l,21.jpeg,57,595,50
2481,l,21.jpeg,72,564,50
2482,l,21.jpeg,58,515,50
2483,l,21.jpeg,73,491,50
2484,l,21.jpeg,131,492,50
2485,l,21.jpeg,144,462,50
2486,l,21.jpeg,173,464,50
2487,l,21.jpeg,184,448,50
2488,l,21.jpeg,196,439,50
2489,l,21.jpeg,176,412,50
2490,l,21.jpeg,131,393,50
2491,l,21.jpeg,84,376,50
2492,l,21.jpeg,39,359,50
2493,l,21.jpeg,215,433,50
2494,l,21.jpeg,233,456,50
2495,l,21.jpeg,262,495,50
2496,l,21.jpeg,290,551,50
2497,l,21.jpeg,292,536,50
2498,l,21.jpeg,337,522,50
2499,l,21.jpeg,294,509,50
2500,l,21.jpeg,290,562,50
2501,l,21.jpeg,273,670,50
2502,l,21.jpeg,224,735,50
2503,l,21.jpeg,201,764,50
2504,l,21.jpeg,138,761,50
2505,l,21.jpeg,108,775,50
2506,l,21.jpeg,156,531,50
2507,l,21.jpeg,151,487,50
2508,l,21.jpeg,160,402,50
2509,l,21.jpeg,187,437,50
2510,l,21.jpeg,199,500,50
2511,l,21.jpeg,172,586,50
2512,l,21.jpeg,118,672,50
2513,l,21.jpeg,155,791,50
2514,l,21.jpeg,150,794,50
2515,l,21.jpeg,80,776,50
2516,l,21.jpeg,72,724,50
2517,l,21.jpeg,72,671,50
2518,l,21.jpeg,63,593,50
2519,l,21.jpeg,57,520,50
2520,l,21.jpeg,76,460,50
2521,l,21.jpeg,80,390,50
2522,l,21.jpeg,132,404,50
2523,l,21.jpeg,213,487,50
2524,l,21.jpeg,240,563,50
2525,l,21.jpeg,294,645,50
2526,l,21.jpeg,312,722,50
2527,l,21.jpeg,305,792,50
2528,l,21.jpeg,353,724,50
2529,l,21.jpeg,369,646,50
2530,l,21.jpeg,302,629,50
2531,l,21.jpeg,258,636,50
2532,l,21.jpeg,204,648,50
2533,m,23.jpeg,216,183,50
2534,m,23.jpeg,231,300,50
2535,m,23.jpeg,419,287,50
2536,m,23.jpeg,101,385,50
2537,m,23.jpeg,153,342,50
2538,m,23.jpeg,81,180,50
2539,m,23.jpeg,66,50,50
2540,m,23.jpeg,132,53,50
2541,m,23.jpeg,109,385,50
2542,m,23.jpeg,245,644,50
2543,m,23.jpeg,302,606,50
2544,m,23.jpeg,113,584,50
2545,m,23.jpeg,130,645,50
2546,m,23.jpeg,78,661,50
2547,m,23.jpeg,37,661,50
2548,m,23.jpeg,424,650,50
2549,m,23.jpeg,426,609,50
2550,m,23.jpeg,460,337,50
2551,m,23.jpeg,420,277,50
2552,m,23.jpeg,488,177,50
2553,m,23.jpeg,498,120,50
2554,m,23.jpeg,524,103,50
2555,m,23.jpeg,548,288,50
2556,m,23.jpeg,581,373,50
2557,m,23.jpeg,218,146,50
2558,m,23.jpeg,221,208,50
2559,m,23.jpeg,220,269,50
2560,m,23.jpeg,221,362,50
2561,m,23.jpeg,140,377,50
2562,m,23.jpeg,91,422,50
2563,m,23.jpeg,103,334,50
2564,m,23.jpeg,133,517,50
2565,m,23.jpeg,143,554,50
2566,m,23.jpeg,165,613,50
2567,m,23.jpeg,204,620,50
2568,m,23.jpeg,326,581,50
2569,m,23.jpeg,95,60,50
2570,m,23.jpeg,182,56,50
2571,m,23.jpeg,149,140,50
2572,m,23.jpeg,302,64,50
2573,m,23.jpeg,390,67,50
2574,m,23.jpeg,411,131,50
2575,m,23.jpeg,401,196,50
2576,m,23.jpeg,386,234,50
2577,m,23.jpeg,216,268,50
2578,m,23.jpeg,180,90,50
2579,m,23.jpeg,220,243,50
2580,m,23.jpeg,204,109,50
2581,m,23.jpeg,187,283,50
2582,m,23.jpeg,278,244,50
2583,m,23.jpeg,237,211,50
2584,m,23.jpeg,168,269,50
2585,m,23.jpeg,238,269,50
2586,m,23.jpeg,201,196,50
2587,m,23.jpeg,145,194,50
2588,m,23.jpeg,71,121,50
2589,m,23.jpeg,56,253,50
2590,m,23.jpeg,53,335,50
2591,m,23.jpeg,171,151,50
2592,m,23.jpeg,181,81,50
2593,m,23.jpeg,287,54,50
2594,m,23.jpeg,53,453,50
2595,m,23.jpeg,157,418,50
2596,m,23.jpeg,321,646,50
2597,m,23.jpeg,290,597,50
2598,m,39.jpeg,248,24,50
2599,m,39.jpeg,309,108,50
2600,m,39.jpeg,390,121,50
2601,m,39.jpeg,338,155,50
2602,m,39.jpeg,248,124,50
2603,m,39.jpeg,183,142,50
2604,m,39.jpeg,167,181,50
2605,m,39.jpeg,68,213,50
2606,m,39.jpeg,79,274,50
2607,m,39.jpeg,90,356,50
2608,m,39.jpeg,164,373,50
2609,m,39.jpeg,243,380,50
2610,m,39.jpeg,333,365,50
2611,m,39.jpeg,286,351,50
2612,m,39.jpeg,265,289,50
2613,m,39.jpeg,266,194,50
2614,m,39.jpeg,254,114,50
2615,m,39.jpeg,327,114,50
2616,m,39.jpeg,350,155,50
2617,m,39.jpeg,366,246,50
2618,m,39.jpeg,231,713,50
2619,m,39.jpeg,186,638,50
2620,m,39.jpeg,158,637,50
2621,m,39.jpeg,131,623,50
2622,m,39.jpeg,92,603,50
2623,m,39.jpeg,230,545,50
2624,m,39.jpeg,373,577,50
2625,m,39.jpeg,427,608,50
2626,m,39.jpeg,523,614,50
2627,m,39.jpeg,496,666,50
2628,m,39.jpeg,226,597,50
2629,m,9.jpeg,367,392,50
2630,m,9.jpeg,369,327,50
2631,m,9.jpeg,247,172,50
2632,m,9.jpeg,247,291,50
2633,m,9.jpeg,176,538,50
2634,m,9.jpeg,241,468,50
2635,m,9.jpeg,241,552,50
2636,m,9.jpeg,191,562,50
2637,m,9.jpeg,211,496,50
2638,m,9.jpeg,129,405,50
2639,m,9.jpeg,69,194,50
2640,m,9.jpeg,204,247,50
2641,m,9.jpeg,220,395,50
2642,m,9.jpeg,310,312,50
2643,m,9.jpeg,355,392,50
2644,m,9.jpeg,373,494,50
2645,m,21.jpeg,237,350,50
2646,m,21.jpeg,339,174,50
2647,m,21.jpeg,349,237,50
2648,m,21.jpeg,394,293,50
2649,m,21.jpeg,418,379,50
2650,m,21.jpeg,447,386,50
2651,m,21.jpeg,330,441,50
2652,m,21.jpeg,294,620,50
2653,m,21.jpeg,320,567,50
2654,m,21.jpeg,396,485,50
2655,m,21.jpeg,404,630,50
2656,m,21.jpeg,262,685,50
2657,m,21.jpeg,107,625,50
2658,m,21.jpeg,170,387,50
2659,m,21.jpeg,210,419,50
2660,m,21.jpeg,293,393,50
2661,m,21.jpeg,276,427,50
2662,m,21.jpeg,294,472,50
2663,m,21.jpeg,268,371,50
2664,m,21.jpeg,274,421,50
2665,m,21.jpeg,264,517,50
2666,m,21.jpeg,303,533,50
2667,m,21.jpeg,364,466,50
2668,m,21.jpeg,406,475,50
2669,m,21.jpeg,521,304,50
2670,m,21.jpeg,489,307,50
2671,m,21.jpeg,480,317,50
2672,m,21.jpeg,384,316,50
2673,m,21.jpeg,293,194,50
2674,m,21.jpeg,324,225,50
2675,m,21.jpeg,75,169,50
2676,m,21.jpeg,175,124,50
2677,m,21.jpeg,240,146,50
2678,m,21.jpeg,276,110,50
2679,m,21.jpeg,261,218,50
2680,m,21.jpeg,221,254,50
2681,m,21.jpeg,314,592,50
2682,m,21.jpeg,364,665,50
2683,m,21.jpeg,487,681,50
2684,m,21.jpeg,238,784,50
